Atlas_Clean_Name,Summit_Clean_Name,Similarity_Score,Decision
falvera aa workspace labs,falvera ec workspace labs,92.0,ACCEPT
yantara aa workspace labs,yantara bs workspace labs,92.0,ACCEPT
xylera ba biosystems solutions,,,NO_MATCH
jorvik ba clinics solutions,jorvik ky clinics solutions,88.9,ACCEPT
iskora ba clinics solutions,iskora ly clinics solutions,88.9,ACCEPT
evorin ca cloudworks solutions,evorin hv cloudworks solutions,90.0,ACCEPT
uldora cb cloudworks solutions,,,NO_MATCH
calvion db foods solutions,,,NO_MATCH
brinora eb gridworks solutions,brinora eb gridworks solns,92.9,ACCEPT
lorven gc materials solutions,,,NO_MATCH
praxon gc materials solutions,,,NO_MATCH
javora hc networks solutions,javora mx networks solutions,89.3,ACCEPT
sorevia hc networks solutions,,,NO_MATCH
orvanta hd packaging solutions,,,NO_MATCH
lorven id payments solutions,,,NO_MATCH
iskora jd retail solutions,iskora jd retail solns,91.7,ACCEPT
tarsen jd robotics solutions,tarsen lw robotics solutions,92.9,ACCEPT
novaris kd robotics solutions,,,NO_MATCH
veltrix ke robotics solutions,veltrix ke robotics solns,92.6,ACCEPT
zentara ke security solutions,zentara lw security solutions,93.1,ACCEPT
brinora ke security solutions,javora ke security solutions,87.7,REJECT
yorvex ke software solutions,ulvero ke software solutions,85.7,REJECT
cendrix ke software solutions,cendrix ke software solns,92.6,ACCEPT
deltora le supply solutions,deltora op supply solutions,92.6,ACCEPT
meroxa le supply solutions,mavrix le supply solutions,88.5,REJECT
yorvex le therapeutics solutions,,,NO_MATCH
yantara mf tools solutions,yantara mf tools solns,91.7,ACCEPT
uldora nf transport solutions,uldora ri transport solutions,93.1,ACCEPT
kelvanto of ventures solutions,kelvanto si ventures solutions,93.3,ACCEPT
tervano pf wellness solutions,,,NO_MATCH
dorsen pg workspace solutions,novaris pg workspace solutions,88.1,REJECT
tervano pg workspace solutions,vantigo pg workspace solutions,90.0,REJECT
uldora pg workspace solutions,uldora vb workspace solutions,89.7,ACCEPT
braxen qg clinics systems,braxen qg clinics sys,91.3,ACCEPT
nexora qg clinics systems,,,NO_MATCH
lorven rg clinics systems,lorven rg clinics sys,91.3,ACCEPT
orvanta rg cloudworks systems,orvanta wb cloudworks systems,89.7,ACCEPT
novaris sh components systems,novaris zu components systems,89.7,ACCEPT
lorven sh diagnostics systems,lorven sh diagnostics sys,92.6,ACCEPT
praxon sh diagnostics systems,praxon sh diagnostics sys,92.6,ACCEPT
eldora sh foods systems,eldora uz foods systems,87.0,ACCEPT
helvar sh foods systems,,,NO_MATCH
prysmar th gridworks systems,prysmar zc gridworks systems,92.9,ACCEPT
yorvex th gridworks systems,yorvex th gridworks sys,92.0,ACCEPT
meroxa th gridworks systems,,,NO_MATCH
iskora uh systems,,,NO_MATCH
ulvero vi logistics systems,ulvero wa logistics systems,92.6,ACCEPT
evorin vi materials systems,ivanto vi materials systems,85.2,REJECT
tarsen wi mobility systems,,,NO_MATCH
zentara wi networks systems,,,NO_MATCH
falvera wi networks systems,falvera wi networks sys,92.0,ACCEPT
mavrix xj packaging systems,mavrix bl packaging systems,88.9,ACCEPT
solvanta xj packaging systems,sorevia xj packaging systems,87.7,REJECT
xylera xj packaging systems,,,NO_MATCH
uldora yj pharma systems,uldora yj pharma sys,90.9,ACCEPT
kelvanto yj retail systems,ivanto yj retail systems,92.0,REJECT
praxon zj robotics systems,praxon zj robotics sys,91.7,ACCEPT
tervano zj robotics systems,tervano zj robotics sys,92.0,ACCEPT
yorvex zk security systems,,,NO_MATCH
ravelin ak software systems,ravelin ak software sys,92.0,ACCEPT
rovian ak supply systems,rovian ak supply sys,90.9,ACCEPT
uldora bk therapeutics systems,uldora cd therapeutics systems,93.3,ACCEPT
quenvale bk tools systems,quenvale li tools systems,92.0,ACCEPT
avenor ck training systems,avenor ck training sys,91.7,ACCEPT
galvex fm analytics technologies,galvex ge analytics technologies,90.6,ACCEPT
meroxa gm clinics technologies,meroxa qk clinics technologies,90.0,ACCEPT
dorsen hm components technologies,lorven rk components technologies,87.9,REJECT
helvar hn components technologies,lunaro mh components technologies,87.9,REJECT
glenvex hn components technologies,glenvex hn components tech,86.7,ACCEPT
calvion hn diagnostics technologies,calvion rk diagnostics technologies,94.3,ACCEPT
rovian in diagnostics technologies,rovian ni diagnostics technologies,97.1,ACCEPT
kelvanto in foods technologies,,,NO_MATCH
yantara jn gridworks technologies,yantara jn gridworks tech,86.2,ACCEPT
rovian ko imaging technologies,rovian my imaging technologies,93.3,ACCEPT
meroxa ko logistics technologies,,,NO_MATCH
fintara ko materials technologies,fintara tt materials technologies,90.9,ACCEPT
rovian lo materials technologies,rovian qj materials technologies,90.6,ACCEPT
fintara np pharma technologies,,,NO_MATCH
evorin op retail technologies,mavrix op retail technologies,89.7,REJECT
falvera op retail technologies,falvera ph retail technologies,96.7,ACCEPT
sorevia op retail technologies,,,NO_MATCH
arvello op robotics technologies,arvello op robotics tech,85.7,ACCEPT
praxon op robotics technologies,,,NO_MATCH
prysmar pq security technologies,,,NO_MATCH
meroxa pq security technologies,meroxa sa security technologies,93.5,ACCEPT
novaris pq security technologies,,,NO_MATCH
prysmar qq therapeutics technologies,,,NO_MATCH
evorin qq therapeutics technologies,ravelin rq therapeutics technologies,87.3,REJECT
nexora rr training technologies,,,NO_MATCH
yorvex rr training technologies,yorvex rr training tech,85.2,ACCEPT
yorvex sr ventures technologies,,,NO_MATCH
tarsen tr wellness technologies,avenor tr wellness technologies,90.3,REJECT
novaris ur wellness technologies,avenor tr wellness technologies,85.7,REJECT
avenor us analytics services,falvera vs analytics services,87.7,REJECT
ostera vs analytics services,ostera wk analytics services,92.9,ACCEPT
helvar vs biosystems services,,,NO_MATCH
yorvex vs biosystems services,,,NO_MATCH
galvex vs clinics services,glenvex xk clinics services,86.8,REJECT
vantigo vs clinics services,,,NO_MATCH
uldora ws cloudworks services,uldora zd cloudworks services,93.1,ACCEPT
orvanta xt foods services,,,NO_MATCH
ulvero yt foods services,,,NO_MATCH
avenor yt gridworks services,avenor cw gridworks services,89.3,ACCEPT
brinora yt gridworks services,,,NO_MATCH
yantara yt gridworks services,yantara ir gridworks services,89.7,ACCEPT
ulvero zt services,,,NO_MATCH
novaris bu networks services,,,NO_MATCH
helvar cu packaging services,,,NO_MATCH
kestrelis cu packaging services,,,NO_MATCH
deltora cv packaging services,javora cv packaging services,87.7,REJECT
fintara dv pharma services,fintara ff pharma services,92.3,ACCEPT
zentara fw software services,yantara fw software services,92.9,REJECT
sorevia gw supply services,,,NO_MATCH
ulvero gw therapeutics services,,,NO_MATCH
orvanta gw tools services,orvanta qu tools services,88.0,ACCEPT
lunaro hx transport services,,,NO_MATCH
helvar ix ventures services,,,NO_MATCH
wexforda ix ventures services,,,NO_MATCH
evorin ly biosystems international,helvar ky biosystems international,88.2,REJECT
tervano ly biosystems international,nexora ky biosystems international,87.0,REJECT
jorvik ly clinics international,,,NO_MATCH
iskora my cloudworks international,iskora qb cloudworks international,94.1,ACCEPT
veltrix mz components international,vantigo mz components international,88.6,REJECT
ivanto mz diagnostics international,tervano um diagnostics international,90.1,REJECT
javora nz diagnostics international,jorvik mz diagnostics international,88.6,REJECT
ravelin nz diagnostics international,ravelin um diagnostics international,91.7,ACCEPT
veltrix nz diagnostics international,veltrix nz diagnostics intl,85.7,ACCEPT
deltora nz foods international,avenor nz foods international,88.1,REJECT
braxen nz gridworks international,braxen tu gridworks international,93.9,ACCEPT
helvar pa logistics international,helvar sk logistics international,93.9,ACCEPT
zentara pa logistics international,yantara rs logistics international,88.2,REJECT
kestrelis pa materials international,kestrelis sk materials international,94.4,ACCEPT
wexforda qa materials international,wexforda vv materials international,94.3,ACCEPT
eldora qa networks international,,,NO_MATCH
eldora ra packaging international,avenor ra packaging international,90.9,REJECT
jorvik ra packaging international,jorvik by packaging international,90.9,ACCEPT
nexora ra packaging international,javora rb packaging international,87.9,REJECT
tervano sb payments international,xylera sb payments international,89.2,REJECT
quenvale sb pharma international,,,NO_MATCH
veltrix sb pharma international,veltrix yw pharma international,90.3,ACCEPT
calvion sb retail international,dorsen sb retail international,85.2,REJECT
fintara tb retail international,,,NO_MATCH
tarsen tb retail international,tarsen bh retail international,90.0,ACCEPT
kelvanto tb retail international,kelvanto bh retail international,90.6,ACCEPT
wexforda uc security international,,,NO_MATCH
yorvex uc security international,,,NO_MATCH
zentara uc security international,zentara vu security international,97.0,ACCEPT
veltrix uc security international,,,NO_MATCH
vantigo uc software international,vantigo ye software international,90.9,ACCEPT
ostera uc software international,,,NO_MATCH
yantara wc therapeutics international,,,NO_MATCH
prysmar wc tools international,,,NO_MATCH
yantara wc tools international,,,NO_MATCH
avenor wc training international,eldora wc training international,90.6,REJECT
ostera wd training international,qintara wd training international,89.2,REJECT
xylera xd transport international,,,NO_MATCH
calvion xd ventures international,galvex xd ventures international,89.2,REJECT
javora yd warehousing international,praxon yd warehousing international,88.6,REJECT
novaris yd warehousing international,,,NO_MATCH
haverno yd wellness international,arvello yd wellness international,90.9,REJECT
sorevia zd wellness international,,,NO_MATCH
galvex zd workspace international,,,NO_MATCH
helvar zd workspace international,,,NO_MATCH
yantara ze workspace international,,,NO_MATCH
javora ae biosystems,javora ae biosys,88.9,ACCEPT
novaris be clinics,,,NO_MATCH
wexforda be components,wexforda be components sys,91.7,ACCEPT
sorevia cf components,sorevia wx components,85.7,ACCEPT
deltora df gridworks,deltora gq gridworks,90.0,ACCEPT
xylera ef,xylera pe,88.9,ACCEPT
calvion eg logistics,calvion gl logistics,95.0,ACCEPT
brinora fg materials,brinora jw materials,90.0,ACCEPT
ivanto hh payments,ivanto dr payments,88.9,ACCEPT
falvera hh payments,,,NO_MATCH
sorevia hh payments,sorevia mt payments,89.5,ACCEPT
rovian ih pharma,rovian hl pharma,93.8,ACCEPT
ulvero ih retail,ulvero ay retail,87.5,ACCEPT
uldora ji security,uldora gb security,88.9,ACCEPT
cendrix ki supply,cendrix jm supply,88.2,ACCEPT
cendrix li tools,cendrix kd tools,87.5,ACCEPT
ostera li tools,ostera og tools,86.7,ACCEPT
vantigo nj warehousing,vantigo oo warehousing,90.9,ACCEPT
novaris nj warehousing,,,NO_MATCH
wexforda oj wellness,wexforda pc wellness,90.0,ACCEPT
iskora oj wellness,iskora lm wellness,88.9,ACCEPT
helvar pk analytics,helvar pg analytics,94.7,ACCEPT
kestrelis pk analytics,,,NO_MATCH
meroxa qk biosystems,meroxa qk biosys,88.9,ACCEPT
vantigo qk cloudworks,,,NO_MATCH
helvar sl foods,helvar ia foods,86.7,ACCEPT
zentara sl gridworks,zentara lc gridworks,95.0,ACCEPT
eldora vm mobility,eldora vi mobility,94.4,ACCEPT
rovian vm mobility,rovian vm mobility tech,87.8,ACCEPT
vantigo vm mobility,vantigo zp mobility,89.5,ACCEPT
glenvex wm networks,glenvex od networks,89.5,ACCEPT
eldora wm packaging,,,NO_MATCH
nexora wm packaging,nexora wm packaging tech,88.4,ACCEPT
yantara wn packaging,yantara xi packaging,90.0,ACCEPT
vantigo xn pharma,,,NO_MATCH
rovian yn retail,,,NO_MATCH
jorvik yn robotics,jorvik to robotics,88.9,ACCEPT
kestrelis yn robotics,kestrelis yn robotics tech,89.4,ACCEPT
ravelin yn robotics,,,NO_MATCH
eldora yn security,eldora sw security,88.9,ACCEPT
evorin ao supply,evorin er supply,87.5,ACCEPT
quenvale bo training,,,NO_MATCH
ulvero cp transport,ulvero ez transport,89.5,ACCEPT
arvello cp transport,arvello cl transport sys,86.4,ACCEPT
javora cp transport,,,NO_MATCH
lorven cp transport,lorven hk transport,89.5,ACCEPT
iskora eq workspace,,,NO_MATCH
wexforda fq biosystems,wexforda fq biosys,90.0,ACCEPT
yorvex fq biosystems,yorvex su biosystems,90.0,ACCEPT
arvello fq biosystems,,,NO_MATCH
avenor fq clinics,avenor po clinics,88.2,ACCEPT
calvion gq cloudworks,,,NO_MATCH
yorvex gq cloudworks,yorvex jk cloudworks,90.0,ACCEPT
yantara gq cloudworks,yantara rg cloudworks,95.2,ACCEPT
mavrix gq components,mavrix hm components,90.0,ACCEPT
fintara hr diagnostics,fintara ij diagnostics,90.9,ACCEPT
braxen hr foods,braxen sh foods,93.3,ACCEPT
evorin hr foods,,,NO_MATCH
falvera hr foods,falvera zy foods,87.5,ACCEPT
lorven jr,,,NO_MATCH
lunaro jr imaging,lunaro lt imaging,88.2,ACCEPT
prysmar jr imaging,,,NO_MATCH
rovian jr imaging,,,NO_MATCH
ivanto ks materials,,,NO_MATCH
arvello ks materials,arvello fc materials,90.0,ACCEPT
fintara ls packaging,fintara jr packaging,90.0,ACCEPT
prysmar ls packaging,prysmar zk packaging labs,88.9,ACCEPT
tarsen nt retail,tarsen di retail,87.5,ACCEPT
deltora ot robotics,,,NO_MATCH
avenor ou software,avenor cu software sys,85.0,ACCEPT
wexforda pu software,,,NO_MATCH
rovian qu therapeutics,rovian jq therapeutics sys,87.5,ACCEPT
praxon sv ventures,,,NO_MATCH
tervano tv wellness,tervano uo wellness,89.5,ACCEPT
zentara uw analytics,zentara analytics,91.9,ACCEPT
quenvale uw biosystems,quenvale su biosystems,95.5,ACCEPT
rovian uw biosystems,rovian hr biosystems,85.0,ACCEPT
xylera vw clinics,xylera kc clinics,88.2,ACCEPT
sorevia vw clinics,,,NO_MATCH
haverno vw cloudworks,haverno ai cloudworks,85.7,ACCEPT
solvanta wx diagnostics,orvanta xg diagnostics,88.9,REJECT
wexforda wx diagnostics,wexforda wn diagnostics,95.7,ACCEPT
zentara wx diagnostics,zentara mc diagnostics,90.9,ACCEPT
falvera wx diagnostics,falvera kb diagnostics,90.9,ACCEPT
kestrelis xx gridworks,,,NO_MATCH
dorsen yx,,,NO_MATCH
rovian yx,,,NO_MATCH
deltora yx,deltora rx,90.0,ACCEPT
evorin yx imaging,evorin nu imaging,88.2,ACCEPT
prysmar zy logistics,,,NO_MATCH
falvera ay materials,falvera qn materials,85.0,ACCEPT
xylera ay networks,,,NO_MATCH
nexora bz payments,nexora iz payments,94.4,ACCEPT
vantigo cz pharma,vantigo pd pharma,88.2,ACCEPT
tervano cz pharma,,,NO_MATCH
eldora dz robotics,,,NO_MATCH
helvar dz robotics,,,NO_MATCH
mavrix dz security,,,NO_MATCH
iskora ez security,,,NO_MATCH
arvello ea software,arvello ke software,94.7,ACCEPT
xylera fa supply,,,NO_MATCH
eldora fa therapeutics,deltora fa therapeutics,93.3,REJECT
novaris fa therapeutics,novaris li therapeutics,91.3,ACCEPT
ulvero ga tools,ulvero kd tools,86.7,ACCEPT
solvanta ga training,solvanta mv training,90.0,ACCEPT
avenor hb ventures,avenor pg ventures,88.9,ACCEPT
brinora hb ventures,brinora ku ventures,89.5,ACCEPT
cendrix ib warehousing,cendrix ct warehousing,90.9,ACCEPT
uldora jc workspace,,,NO_MATCH
kelvanto lc components labs,,,NO_MATCH
fintara md diagnostics labs,,,NO_MATCH
yorvex md diagnostics labs,,,NO_MATCH
ivanto nd gridworks labs,,,NO_MATCH
lorven od labs,lorven sg labs,85.7,ACCEPT
novaris od labs,,,NO_MATCH
veltrix od labs,,,NO_MATCH
novaris od imaging labs,,,NO_MATCH
uldora od imaging labs,xylera od imaging labs,86.4,REJECT
